dataset_row,temperature_K,domain,sample_id,topology,Index,archive_file,size_bytes,sha256,n_atoms,sum_charge,min_charge,max_charge
100,300,300K_orthogonal800,star_orth800_uid001114_sk8_rg1_pl2_alternating__c5969c82c256,star,8,300K_orthogonal800/row_0100__star_orth800_uid001114_sk8_rg1_pl2_alternating__c5969c82c256.data,368876,04941effbeceabffda232b145d200e11cddae29a2a79e4a696afc53aecbb31da,1013,7.494005416219807e-16,-1.169219,0.610008
101,300,300K_orthogonal800,star_orth800_uid000956_sk13_rg2_pl0_block__99b168bf5612,star,13,300K_orthogonal800/row_0101__star_orth800_uid000956_sk13_rg2_pl0_block__99b168bf5612.data,362130,5c6b34f34619054a1c85beb0c52862e92f7b205031a7823704f2c554b2e45486,1025,4.440892098500626e-16,-0.37505,0.18541
102,300,300K_prod400,linear_uid000081_idx5_rg2_pl0_random__d4bb1f3e2c6d,linear,5,300K_prod400/row_0102__linear_uid000081_idx5_rg2_pl0_random__d4bb1f3e2c6d.data,359946,323326e25e41952a1b326d0c0b7a992bd7925ba8a5c5cede335c579e3327bb67,1051,1.2100000155168544e-06,-0.5203814,0.70538547
103,300,300K_orthogonal800,branch_orth800_uid001688_sk19_rg2_pl0_random__c1c4046bfb5b,branch,19,300K_orthogonal800/row_0103__branch_orth800_uid001688_sk19_rg2_pl0_random__c1c4046bfb5b.data,357344,462633a770fd4ee82a4f24f321db00b37c4963a887efee755c23371a8bb99e88,967,2.4702462297909733e-15,-0.549476,1.284745
104,300,300K_orthogonal800,linear_orth800_uid000337_sk0_rg1_pl1_random__d12222f302de,linear,0,300K_orthogonal800/row_0104__linear_orth800_uid000337_sk0_rg1_pl1_random__d12222f302de.data,347863,771370a829c25d36a8caa1506342a86013a494222475cdce6eee11a0dbf5e6af,964,1.9984014443252818e-15,-0.447018,0.509702
105,300,300K_prod400,linear_uid000048_idx4_rg1_pl0_random__663960dd9be6,linear,4,300K_prod400/row_0105__linear_uid000048_idx4_rg1_pl0_random__663960dd9be6.data,312536,757c847892a5a89f766121963744977657c994da449e454f0c07287fb4c1bbdf,926,-2.0799999864429264e-06,-1.12596031,0.57750081
106,300,300K_prod400,linear_uid000046_idx4_rg1_pl0_alternating__8f670678f893,linear,4,300K_prod400/row_0106__linear_uid000046_idx4_rg1_pl0_alternating__8f670678f893.data,317526,db6896f9167dbc5ee2fe1696260fbccd80bea620adbf1d25e2063fce8b374575,912,2.7500000012170567e-06,-1.13596381,0.71189927
107,300,300K_orthogonal800,star_orth800_uid001207_sk13_rg1_pl0_random__1023ec698514,star,13,300K_orthogonal800/row_0107__star_orth800_uid001207_sk13_rg1_pl0_random__1023ec698514.data,372365,85d0758f9b3b116b396a6840da9511f07de041936a360728336fee99ec66c3d2,1094,-9.43689570931383e-16,-0.448515,0.507246
108,300,300K_prod400,comb_uid000347_idx102_rg1_pl2_random__760793bc4c7d,comb,102,300K_prod400/row_0108__comb_uid000347_idx102_rg1_pl2_random__760793bc4c7d.data,338418,6fd79f14d9b2f7416e1ffd8594773303970a9693366f7f32aeb8323f71443897,970,-2.1999999982869056e-07,-0.50974687,0.22069247
109,300,300K_prod400,linear_uid000090_idx6_rg2_pl0_alternating__b7e3f919bd83,linear,6,300K_prod400/row_0109__linear_uid000090_idx6_rg2_pl0_alternating__b7e3f919bd83.data,305780,13ba6808244e47c81405bdd1be31ff36dd54ce93a6464b80a1f5a24a4dfa9700,922,-1.8500000066312694e-06,-0.530867,0.415301
110,300,300K_orthogonal800,star_orth800_uid001278_sk13_rg1_pl2_random__54a7eebe2fac,star,13,300K_orthogonal800/row_0110__star_orth800_uid001278_sk13_rg1_pl2_random__54a7eebe2fac.data,291240,b5c728c66c34c4c9b44accf3b3c60f5b23823104dac04e80af141a8fc2f708b7,914,2.942091015256665e-15,-3.124198,4.124479
111,300,300K_prod400,cyclic_uid000036_idx29_rg1_pl0_block__463a6e01186c,cyclic,29,300K_prod400/row_0111__cyclic_uid000036_idx29_rg1_pl0_block__463a6e01186c.data,318870,04ff1cea5ebc4af6cfabb27f508974376c86755c1901a057ca0d2f30579452a0,944,-2.3599999856016574e-06,-1.10802819,0.57750081
112,300,300K_orthogonal800,linear_orth800_uid000250_sk3_rg1_pl2_alternating__d2274add5c9f,linear,3,300K_orthogonal800/row_0112__linear_orth800_uid000250_sk3_rg1_pl2_alternating__d2274add5c9f.data,312949,c2d40be14747a77ffb02f01ecb8a136a7301aab96031dba510948b384a5f125c,900,7.577272143066693e-15,-0.5173,0.186343
113,300,300K_prod400,cyclic_uid000062_idx29_rg2_pl1_random__463a6e01186c,cyclic,29,300K_prod400/row_0113__cyclic_uid000062_idx29_rg2_pl1_random__463a6e01186c.data,318870,17d6553b94b7714a7857879f32f765dc88446c2584990b31e401143bd7405a0d,944,-2.3599999856016574e-06,-1.10802819,0.57750081
114,300,300K_prod400,cyclic_uid000048_idx44_rg1_pl2_alternating__e99fa395f267,cyclic,44,300K_prod400/row_0114__cyclic_uid000048_idx44_rg1_pl2_alternating__e99fa395f267.data,308186,2b4b4b7737fa84b4b666f6b5efb61c306a60dc14da5c6d0f6bbbed174d72ebe9,912,-2.279999986087855e-06,-1.10802819,0.57750081
115,300,300K_prod400,cyclic_uid000060_idx41_rg2_pl0_gradient__a302b4224eae,cyclic,41,300K_prod400/row_0115__cyclic_uid000060_idx41_rg2_pl0_gradient__a302b4224eae.data,321898,bf25e6333c53532914ba74e17d370e0e3cb6ef623c902caded17ba543b811596,968,-1.2199999923634408e-06,-1.11840637,0.57750081
116,300,300K_orthogonal800,star_orth800_uid001299_sk9_rg2_pl1_random__48e0e499b2f0,star,9,300K_orthogonal800/row_0116__star_orth800_uid001299_sk9_rg2_pl1_random__48e0e499b2f0.data,352606,f0fe44a910d958bb4856021782db34d536e17ce9a357621327afa38bb1cd4e97,957,-9.992007221626409e-16,-0.534354,1.293726
117,300,300K_orthogonal800,star_orth800_uid001184_sk10_rg0_pl1_random__4d9d0fefdd67,star,10,300K_orthogonal800/row_0117__star_orth800_uid001184_sk10_rg0_pl1_random__4d9d0fefdd67.data,304244,c19bab7c2506e61b7652f2c33fe7772b054b4379b6192b7d825f913664da157d,903,-6.411537967210279e-15,-0.453565,0.458051
118,300,300K_prod400,branch_uid000124_idx91_rg2_pl0_random__323d41b20d76,branch,91,300K_prod400/row_0118__branch_uid000124_idx91_rg2_pl0_random__323d41b20d76.data,327408,f386f600f58e50d4766bf9b2aac09c1c21f51e831ed22e9bd5b71962c2a76042,914,7.000000107337812e-08,-1.12299169,0.57500438
119,300,300K_orthogonal800,star_orth800_uid001160_sk8_rg2_pl1_alternating__77f624ede702,star,8,300K_orthogonal800/row_0119__star_orth800_uid001160_sk8_rg2_pl1_alternating__77f624ede702.data,361260,802d160dbac95dfb7603fd72ad91f64e839714a0039f4baacd70f5d6ce82098a,987,1.2073675392798577e-14,-0.482645,0.169956
120,300,300K_prod400,cyclic_uid000131_idx39_rg0_pl2_gradient__f4eacdafb59c,cyclic,39,300K_prod400/row_0120__cyclic_uid000131_idx39_rg0_pl2_gradient__f4eacdafb59c.data,360218,0f44660f2221e44e48acd97617ebd19104709366d904d503c483055f07ff821e,1056,-9.699999896362055e-07,-1.12829619,0.71329987
121,300,300K_prod400,star_uid000079_idx67_rg0_pl0_random__c12f3262d264,star,67,300K_prod400/row_0121__star_uid000079_idx67_rg0_pl0_random__c12f3262d264.data,325527,b5b373b3c0c90608c0b6b6bcbf7ce22a84217e76ec8ea5b7034e00dac639bc73,961,3.149999993123931e-06,-0.50354181,0.71549819
122,300,300K_orthogonal800,cyclic_orth800_uid000776_sk4_rg2_pl1_random__dc88955b23e5,cyclic,4,300K_orthogonal800/row_0122__cyclic_orth800_uid000776_sk4_rg2_pl1_random__dc88955b23e5.data,402571,103f0dec97362c26d9f96076081d86f51a97b0dd378d4590e9c69e42135bb917,1095,4.9960036108132044e-15,-0.491512,0.174428
123,300,300K_orthogonal800,cyclic_orth800_uid000595_sk7_rg1_pl1_alternating__9a14d44c6bd2,cyclic,7,300K_orthogonal800/row_0123__cyclic_orth800_uid000595_sk7_rg1_pl1_alternating__9a14d44c6bd2.data,316330,ecc6227ba19cd1cea00255619628361716797b0114c39f1aed91f72e2fe6a659,910,7.271960811294775e-15,-0.561519,0.22871
124,300,300K_orthogonal800,cyclic_orth800_uid000530_sk5_rg2_pl1_block__1529a40ff3e3,cyclic,5,300K_orthogonal800/row_0124__cyclic_orth800_uid000530_sk5_rg2_pl1_block__1529a40ff3e3.data,330011,28c1a7c318034023ae073f611f8c8de624afc1d15446c78c3f32afa4e59bb572,940,1.942890293094024e-16,-0.447713,0.503182
125,300,300K_orthogonal800,star_orth800_uid001188_sk9_rg0_pl1_random__26868befdcb6,star,9,300K_orthogonal800/row_0125__star_orth800_uid001188_sk9_rg0_pl1_random__26868befdcb6.data,370075,4505d4917c18e993c73999bfd7c6bafaee77e902162777f8e0cdaa5474950ffb,1009,3.247402347028583e-15,-0.482645,0.173203
126,300,300K_orthogonal800,star_orth800_uid001232_sk11_rg1_pl1_random__a08ae19975f6,star,11,300K_orthogonal800/row_0126__star_orth800_uid001232_sk11_rg1_pl1_random__a08ae19975f6.data,357965,f59b4d7e49bf275fd11edd2ab6aed97281af2bf88aa0a0a4fc1ec939caba087e,1007,3.885780586188048e-16,-0.559352,1.260808
127,300,300K_prod400,linear_uid000046_idx6_rg1_pl0_block__af74f9d07785,linear,6,300K_prod400/row_0127__linear_uid000046_idx6_rg1_pl0_block__af74f9d07785.data,341525,c044fa09b6512382a2210293b0a7986c49a522bc82bc39877d5910994a82bcdc,989,8.099999959931825e-07,-0.53377727,0.22078173
128,300,300K_orthogonal800,linear_orth800_uid000304_sk1_rg1_pl0_random__b080762536f0,linear,1,300K_orthogonal800/row_0128__linear_orth800_uid000304_sk1_rg1_pl0_random__b080762536f0.data,360994,b3512eb9aaabb1b4757f8d4d1ec3ce4d035ed40e5c4d2f54953c6fd9dac200c5,1035,-5.551115123125783e-15,-0.428397,0.460512
129,300,300K_orthogonal800,linear_orth800_uid000194_sk3_rg1_pl0_alternating__fb537aed77de,linear,3,300K_orthogonal800/row_0129__linear_orth800_uid000194_sk3_rg1_pl0_alternating__fb537aed77de.data,364385,49b435557418a350a8ef22b9322b2aa2718e0e04d12b76198c29aa6d336d4883,1034,1.4127587988355117e-14,-0.570325,1.288058
130,300,300K_prod400,linear_uid000034_idx5_rg0_pl2_block__e22fe16dd774,linear,5,300K_prod400/row_0130__linear_uid000034_idx5_rg0_pl2_block__e22fe16dd774.data,371516,b885ab5b7f5d6291fd6e619aa7b5eb6f90497d28d5ad981e05cb6044f4c0ecc8,1072,2.8299999874081827e-06,-0.41566463,0.172839
131,300,300K_orthogonal800,cyclic_orth800_uid000645_sk6_rg2_pl1_alternating__e01814ea49d5,cyclic,6,300K_orthogonal800/row_0131__cyclic_orth800_uid000645_sk6_rg2_pl1_alternating__e01814ea49d5.data,292866,d2e22dd9156fccdb2b7af8616fdec4d29a923b30625d43a705c2a32103c641e7,906,4.718447854656915e-16,-2.03665,3.105429
132,300,300K_orthogonal800,star_orth800_uid001130_sk14_rg2_pl0_alternating__1e61e5457f03,star,14,300K_orthogonal800/row_0132__star_orth800_uid001130_sk14_rg2_pl0_alternating__1e61e5457f03.data,362256,29d238ce4da92dbd679b5409461ddc3e409e124cf09161b891e3e0c065cab714,1029,6.661338147750939e-16,-0.576353,1.290574
133,300,300K_orthogonal800,branch_orth800_uid001449_sk19_rg2_pl2_block__9f2e507bba98,branch,19,300K_orthogonal800/row_0133__branch_orth800_uid001449_sk19_rg2_pl2_block__9f2e507bba98.data,331299,0b152c2a5b4319e83e811ba85f9700024ebf642e54b458cba642f998694b4d89,906,1.3322676295501878e-15,-0.51431,0.16996
134,300,300K_prod400,comb_uid000434_idx100_rg0_pl2_junction_enriched__c5fbafec613a,comb,100,300K_prod400/row_0134__comb_uid000434_idx100_rg0_pl2_junction_enriched__c5fbafec613a.data,352819,39eec7ac6911834de60987848d4995bebaa1fbf94f10d43625d7dff9744ac25d,1034,1.4300000020783799e-06,-1.12596031,0.57750081
135,300,300K_orthogonal800,linear_orth800_uid000073_sk0_rg1_pl0_block__647630a3b957,linear,0,300K_orthogonal800/row_0135__linear_orth800_uid000073_sk0_rg1_pl0_block__647630a3b957.data,365447,811341793296ec48e5798629113b7a2e3f8b8fa84e23afe34ebc87ca9fcd081d,994,-5.273559366969494e-16,-0.32825,0.16859
136,300,300K_orthogonal800,star_orth800_uid001237_sk8_rg1_pl1_random__41db5f47b3ad,star,8,300K_orthogonal800/row_0136__star_orth800_uid001237_sk8_rg1_pl1_random__41db5f47b3ad.data,364209,95c7325baf8c454285e1b3d3d34928b80ad265e1ffdb75171e5cf83d119dee30,1008,4.440892098500626e-16,-0.443792,0.50618
137,300,300K_orthogonal800,linear_orth800_uid000137_sk2_rg2_pl1_block__f9ea9212eedb,linear,2,300K_orthogonal800/row_0137__linear_orth800_uid000137_sk2_rg2_pl1_block__f9ea9212eedb.data,337093,4e24a4be271f25e9dee26573db40af9b560fdc3bc4166a2e63f7302bf049a52f,948,1.6653345369377348e-16,-0.377438,0.184908
138,300,300K_orthogonal800,cyclic_orth800_uid000635_sk7_rg2_pl1_alternating__a11f5ecaf207,cyclic,7,300K_orthogonal800/row_0138__cyclic_orth800_uid000635_sk7_rg2_pl1_alternating__a11f5ecaf207.data,331900,04cb79a339d461d3b7750a9d7d430c3296f0005f74ecb467059d0f6837c8538a,945,-3.747002708109903e-15,-0.191037,0.179749
139,300,300K_prod400,cyclic_uid000049_idx34_rg1_pl2_block__61fc7e594aea,cyclic,34,300K_prod400/row_0139__cyclic_uid000049_idx34_rg1_pl2_block__61fc7e594aea.data,356650,28fa8b7b1f288c257982d4b51bbb374c50834f2fa9a33721f40ef81820d1e409,1005,-4.999999336785521e-08,-0.52346027,0.7200268
140,300,300K_prod400,cyclic_uid000098_idx39_rg0_pl0_random__2cebbc5c1392,cyclic,39,300K_prod400/row_0140__cyclic_uid000098_idx39_rg0_pl0_random__2cebbc5c1392.data,331025,b27c5515a7abfbf9a5bfe303ea7a4fc554b0c1f714256391e4a83f2437e7f1d9,972,3.2399999922438916e-06,-0.53709458,0.40598142
141,300,300K_prod400,star_uid000234_idx56_rg2_pl1_random__f1974807cd61,star,56,300K_prod400/row_0141__star_uid000234_idx56_rg2_pl1_random__f1974807cd61.data,336810,e68aec085f7dff56a29c5ef4d886f6f6118aa2a2d44f225f03a4341564a3c4fc,985,1.3599999984514888e-06,-1.12950975,0.72290967
142,300,300K_orthogonal800,linear_orth800_uid000195_sk0_rg1_pl0_alternating__6613db2c1abc,linear,0,300K_orthogonal800/row_0142__linear_orth800_uid000195_sk0_rg1_pl0_alternating__6613db2c1abc.data,385636,e65d7b31e42eca828b937a81b8f91ddbe4d523b9d4a79345560ae94af3a173c8,1050,5.9119376061289586e-15,-0.577255,1.28314
143,300,300K_orthogonal800,cyclic_orth800_uid000763_sk7_rg2_pl1_random__2c157bed2775,cyclic,7,300K_orthogonal800/row_0143__cyclic_orth800_uid000763_sk7_rg2_pl1_random__2c157bed2775.data,334206,81a108ff32951fb73e3cd22f9d4a182ee8f58bc786b2760f7d9396582804b065,945,1.942890293094024e-15,-0.195303,0.179749
144,300,300K_prod400,linear_uid000090_idx16_rg2_pl0_random__899da79b5dca,linear,16,300K_prod400/row_0144__linear_uid000090_idx16_rg2_pl0_random__899da79b5dca.data,358448,3c1de9621798a3dc94812cce97a19ac46e37cce497e78a1a10b0a8c754740433,1038,-1.7599999999895477e-06,-0.39710936,0.16802483
145,300,300K_orthogonal800,cyclic_orth800_uid000416_sk5_rg0_pl1_block__64c447ca61e4,cyclic,5,300K_orthogonal800/row_0145__cyclic_orth800_uid000416_sk5_rg0_pl1_block__64c447ca61e4.data,343612,64abe7874208fa057fb49706966dc033b6ab1c8e51fc73b59e2587293b20fe48,960,-2.7755575615628914e-17,-0.416827,0.443454
146,300,300K_orthogonal800,linear_orth800_uid000237_sk3_rg1_pl2_alternating__d9d3d8db63e5,linear,3,300K_orthogonal800/row_0146__linear_orth800_uid000237_sk3_rg1_pl2_alternating__d9d3d8db63e5.data,365581,129ccb03e6be7cf250cacead3de13353095f399b3c3dbefa6a5360d8557faeac,1036,1.4710455076283324e-14,-0.570325,1.289508
147,300,300K_orthogonal800,branch_orth800_uid001441_sk19_rg2_pl2_block__9e00c02178fe,branch,19,300K_orthogonal800/row_0147__branch_orth800_uid001441_sk19_rg2_pl2_block__9e00c02178fe.data,340880,5da866ae8ab8863e6b627cf6f862c275cc1985a9b7cdb74495b310240bb81c8e,945,8.326672684688674e-17,-0.555601,1.284272
148,300,300K_orthogonal800,cyclic_orth800_uid000523_sk4_rg2_pl1_block__7e8134a4d5b9,cyclic,4,300K_orthogonal800/row_0148__cyclic_orth800_uid000523_sk4_rg2_pl1_block__7e8134a4d5b9.data,387601,4d3543562d8ad07e887731890a0e74904f2fd1b5ecf9a76984e6509b528e568b,1065,-1.3877787807814457e-16,-0.391517,0.16858
149,300,300K_prod400,cyclic_uid000044_idx44_rg1_pl1_gradient__f2703177a3fe,cyclic,44,300K_prod400/row_0149__cyclic_uid000044_idx44_rg1_pl1_gradient__f2703177a3fe.data,319956,ed2bf4096c1aef09671df48e03ee9cafc92249128e6910963226dbeec4d4b0a6,912,-1.2000000013112633e-07,-1.11400344,0.57750081
